Year,Date,Time,DateTime,Airport,Experiment,Ice,Oil,Vulgaris,VulgarisRoad,Black,East
2011,6/20/2011,15:00,6/20/2011 15:00,11,,14.5,,14,,14,12.5
2011,6/20/2011,16:00,6/20/2011 16:00,11,,15,,14.5,,14.5,13
2011,6/20/2011,17:00,6/20/2011 17:00,11,,15,,14.5,,14.5,13
2011,6/20/2011,18:00,6/20/2011 18:00,11,,15,,14.5,,13,13.5
2011,6/20/2011,19:00,6/20/2011 19:00,11,,15,,14.5,,13,13.5
2011,6/20/2011,20:00,6/20/2011 20:00,10,,14.5,,14,,13,12.5
2011,6/20/2011,21:00,6/20/2011 21:00,10,,13.5,,13,,13,12
2011,6/20/2011,22:00,6/20/2011 22:00,9,,12.5,,12.5,,12.5,11
2011,6/20/2011,23:00,6/20/2011 23:00,8,,12,,12,,12,10
2011,6/21/2011,0:00,6/21/2011 0:00,7,,11,,11.5,,11.5,9
2011,6/21/2011,1:00,6/21/2011 1:00,7,,10.5,,11,,11,8.5
2011,6/21/2011,2:00,6/21/2011 2:00,6,,10,,11,,10.5,7.5
2011,6/21/2011,3:00,6/21/2011 3:00,6,,9.5,,10.5,,10,7
2011,6/21/2011,4:00,6/21/2011 4:00,6,,9,,10,,10,7
2011,6/21/2011,5:00,6/21/2011 5:00,6,,9,,10,,9.5,6.5
2011,6/21/2011,6:00,6/21/2011 6:00,6,,8.5,,10,,9.5,6.5
2011,6/21/2011,7:00,6/21/2011 7:00,7,,9,,9.5,,9.5,7
2011,6/21/2011,8:00,6/21/2011 8:00,8,,9,,10,,9.5,7.5
2011,6/21/2011,9:00,6/21/2011 9:00,9,,10,,10.5,,10,8
2011,6/21/2011,10:00,6/21/2011 10:00,10,,10.5,,11,,10.5,9
2011,6/21/2011,11:00,6/21/2011 11:00,11,,11.5,,11.5,,11,10
2011,6/21/2011,12:00,6/21/2011 12:00,12,,12.5,,12,,11.5,11
2011,6/21/2011,13:00,6/21/2011 13:00,13,,13,,13,,12,12
2011,6/21/2011,14:00,6/21/2011 14:00,13,,13.5,,13.5,,12,12.5
2011,6/21/2011,15:00,6/21/2011 15:00,13,,14,,14,,12.5,13
2011,6/21/2011,16:00,6/21/2011 16:00,11,,14.5,,14,,12.5,13
2011,6/21/2011,17:00,6/21/2011 17:00,11,,14.5,,14,,12.5,13
2011,6/21/2011,18:00,6/21/2011 18:00,10,,14.5,,13.5,,12.5,12.5
2011,6/21/2011,19:00,6/21/2011 19:00,10,,13.5,,13.5,,12.5,12
2011,6/21/2011,20:00,6/21/2011 20:00,9,,13,,13.5,,12,11.5
2011,6/21/2011,21:00,6/21/2011 21:00,9,,12.5,,13,,12,11.5
2011,6/21/2011,22:00,6/21/2011 22:00,10,,11.5,,12.5,,12,11
2011,6/21/2011,23:00,6/21/2011 23:00,8,,10.5,,12,,11.5,10.5
2011,6/22/2011,0:00,6/22/2011 0:00,8,,9.5,,11.5,,11,10
2011,6/22/2011,1:00,6/22/2011 1:00,8,,9,,11.5,,11,9
2011,6/22/2011,2:00,6/22/2011 2:00,7,,8.5,,11,,10.5,8.5
2011,6/22/2011,3:00,6/22/2011 3:00,7,,8,,10.5,,10,8.5
2011,6/22/2011,4:00,6/22/2011 4:00,7,,8,,10.5,,10,8
2011,6/22/2011,5:00,6/22/2011 5:00,7,,8,,10,,9.5,7.5
2011,6/22/2011,6:00,6/22/2011 6:00,7,,7.5,,10,,9.5,7.5
2011,6/22/2011,7:00,6/22/2011 7:00,8,,8,,10,,9.5,8
2011,6/22/2011,8:00,6/22/2011 8:00,9,,8,,10.5,,10,9
2011,6/22/2011,9:00,6/22/2011 9:00,9,,9,,11,,10.5,9.5
2011,6/22/2011,10:00,6/22/2011 10:00,10,,10,,11.5,,11,11
2011,6/22/2011,11:00,6/22/2011 11:00,10,,11,,12.5,,11.5,12
2011,6/22/2011,12:00,6/22/2011 12:00,11,,12,,13.5,,12,13
2011,6/22/2011,13:00,6/22/2011 13:00,12,,13,,14.5,,12,14
2011,6/22/2011,14:00,6/22/2011 14:00,12,,14,,15,,12.5,15
2011,6/22/2011,15:00,6/22/2011 15:00,13,,14.5,,16,,13,16
2011,6/22/2011,16:00,6/22/2011 16:00,13,,15,,16.5,,13.5,16.5
2011,6/22/2011,17:00,6/22/2011 17:00,14,,15.5,,16.5,,13.5,16.5
2011,6/22/2011,18:00,6/22/2011 18:00,14,,15.5,,16,,14,16.5
2011,6/22/2011,19:00,6/22/2011 19:00,14,,15,,15.5,,14,16.5
2011,6/22/2011,20:00,6/22/2011 20:00,14,,14,,15,,14,15.5
2011,6/22/2011,21:00,6/22/2011 21:00,13,,13.5,,14,,14,14
2011,6/22/2011,22:00,6/22/2011 22:00,10,,12.5,,13,,13.5,12.5
2011,6/22/2011,23:00,6/22/2011 23:00,10,,11.5,,11.5,,13,11.5
2011,6/23/2011,0:00,6/23/2011 0:00,9,,10.5,,11,,12,10.5
2011,6/23/2011,1:00,6/23/2011 1:00,8,,9.5,,10.5,,11.5,9.5
2011,6/23/2011,2:00,6/23/2011 2:00,5,,9,,10,,11,8.5
2011,6/23/2011,3:00,6/23/2011 3:00,5,,8,,9.5,,10.5,8
2011,6/23/2011,4:00,6/23/2011 4:00,4,,7.5,,9,,10.5,7
2011,6/23/2011,5:00,6/23/2011 5:00,5,,7,,9,,10,6.5
2011,6/23/2011,6:00,6/23/2011 6:00,,,6.5,,8.5,,10,7
2011,6/23/2011,7:00,6/23/2011 7:00,8,,6.5,,9,,10,7.5
2011,6/23/2011,8:00,6/23/2011 8:00,9,,7.5,,9.5,,10.5,8.5
2011,6/23/2011,9:00,6/23/2011 9:00,9,,8.5,,10,,11,9.5
2011,6/23/2011,10:00,6/23/2011 10:00,11,,10,,11,,11.5,11
2011,6/23/2011,11:00,6/23/2011 11:00,11,,15,,12,,12,12
2012,5/8/2012,18:00,5/8/2012 18:00,14,,11.5,,15.5,,13,3.5
2012,5/8/2012,19:00,5/8/2012 19:00,13,,10.5,,13.5,,12,3
2012,5/8/2012,20:00,5/8/2012 20:00,8,,9,,12,,10,2
2012,5/8/2012,21:00,5/8/2012 21:00,6,,8,,10,,8.5,1.5
2012,5/8/2012,22:00,5/8/2012 22:00,5,,7.5,,8.5,,7.5,1.5
2012,5/8/2012,23:00,5/8/2012 23:00,4,,6,,7,,6.5,1
2012,5/9/2012,0:00,5/9/2012 0:00,3,,5.5,,6,,5.5,0.5
2012,5/9/2012,1:00,5/9/2012 1:00,2,,5,,4.5,,5,0.5
2012,5/9/2012,2:00,5/9/2012 2:00,2,,4.5,,4,,4.5,0.5
2012,5/9/2012,3:00,5/9/2012 3:00,1,,3,,3,,3.5,0
2012,5/9/2012,4:00,5/9/2012 4:00,1,,3,,2.5,,3.5,0
2012,5/9/2012,5:00,5/9/2012 5:00,1,,3,,2.5,,3.5,0
2012,5/9/2012,6:00,5/9/2012 6:00,2,,3,,3,,4,0
2012,5/9/2012,7:00,5/9/2012 7:00,3,,3,,3.5,,4.5,0.5
2012,5/9/2012,8:00,5/9/2012 8:00,3,,4.5,,4,,5,0.5
2012,5/9/2012,9:00,5/9/2012 9:00,4,,4.5,,4.5,,5.5,1
2012,5/9/2012,10:00,5/9/2012 10:00,4,,5,,5,,6,1
2012,5/9/2012,11:00,5/9/2012 11:00,5,,5,,5.5,,6.5,1.5
2012,5/9/2012,12:00,5/9/2012 12:00,5,,5.5,,6,,7,1.5
2012,5/9/2012,13:00,5/9/2012 13:00,5,,7.5,,6.5,,8,2
2012,5/9/2012,14:00,5/9/2012 14:00,5,,7.5,,9,,8,2
2012,5/9/2012,15:00,5/9/2012 15:00,6,,8,,10,,8.5,2
2012,5/9/2012,16:00,5/9/2012 16:00,6,,8.5,,10.5,,8.5,2
2012,5/9/2012,17:00,5/9/2012 17:00,6,,9,,10.5,,8,2
2012,5/9/2012,18:00,5/9/2012 18:00,5,,9,,10,,8,2
2012,5/9/2012,19:00,5/9/2012 19:00,5,,9,,9.5,,8,2
2012,5/9/2012,20:00,5/9/2012 20:00,5,,8,,8.5,,7.5,1.5
2012,5/9/2012,21:00,5/9/2012 21:00,5,,6.5,,7,,7,1.5
2012,5/9/2012,22:00,5/9/2012 22:00,5,,5.5,,5.5,,6.5,1
2012,5/9/2012,23:00,5/9/2012 23:00,5,,5,,4.5,,5.5,1
2012,5/10/2012,0:00,5/10/2012 0:00,4,,4.5,,4,,5.5,1
2012,5/10/2012,1:00,5/10/2012 1:00,4,,4,,3.5,,5,1
2012,5/10/2012,2:00,5/10/2012 2:00,4,,4,,3.5,,4.5,0.5
2012,5/10/2012,3:00,5/10/2012 3:00,3,,4,,3,,4.5,0.5
2012,5/10/2012,4:00,5/10/2012 4:00,2,,4,,2.5,,4,0.5
2012,5/10/2012,5:00,5/10/2012 5:00,2,,2.5,,1.5,,3.5,0.5
2012,5/10/2012,6:00,5/10/2012 6:00,3,,2,,1.5,,3.5,0.5
2012,5/10/2012,7:00,5/10/2012 7:00,3,,2,,2.5,,4.5,0.5
2012,5/10/2012,8:00,5/10/2012 8:00,5,,3,,4.5,,5,1
2012,5/10/2012,9:00,5/10/2012 9:00,6,,5,,7,,6,1.5
2012,5/10/2012,10:00,5/10/2012 10:00,7,,8,,10,,7.5,2
2012,5/10/2012,11:00,5/10/2012 11:00,,,10,,12.5,,10,3
2012,5/10/2012,12:00,5/10/2012 12:00,11,,11.5,,15,,11,3.5
2012,5/10/2012,13:00,5/10/2012 13:00,11,,11.5,,13.5,,10.5,4
2012,5/10/2012,14:00,5/10/2012 14:00,6,,11,,12,,9,3.5
2012,5/10/2012,15:00,5/10/2012 15:00,5,,10,,13.5,,8,4
2012,5/10/2012,16:00,5/10/2012 16:00,4,,9,,9.5,,8,3.5
2012,5/10/2012,17:00,5/10/2012 17:00,4,,7.5,,8,,8,3.5
2012,5/10/2012,18:00,5/10/2012 18:00,5,,7,,10.5,,8.5,4
2012,5/10/2012,19:00,5/10/2012 19:00,5,,7.5,,9,,8,2.5
2012,5/10/2012,20:00,5/10/2012 20:00,5,,7,,8.5,,7.5,2
2012,5/10/2012,21:00,5/10/2012 21:00,3,,6.5,,7,,6.5,2
2012,5/10/2012,22:00,5/10/2012 22:00,3,,5.5,,5.5,,6,1.5
2012,5/10/2012,23:00,5/10/2012 23:00,3,,4.5,,5,,5.5,1.5
2012,5/11/2012,0:00,5/11/2012 0:00,2,,3.5,,3.5,,5,1
2012,5/11/2012,1:00,5/11/2012 1:00,3,,4,,2,,5,1
2012,5/11/2012,2:00,5/11/2012 2:00,2,,2,,1,,4.5,1
2012,5/11/2012,3:00,5/11/2012 3:00,1,,1.5,,1,,3.5,0.5
2012,5/11/2012,4:00,5/11/2012 4:00,1,,1,,0.5,,3.5,0.5
2012,5/11/2012,5:00,5/11/2012 5:00,1,,0.5,,0,,3,0.5
2012,5/11/2012,6:00,5/11/2012 6:00,2,,0.5,,0.5,,3,0.5
2012,5/11/2012,7:00,5/11/2012 7:00,2,,1,,0.5,,3.5,1
2012,5/11/2012,8:00,5/11/2012 8:00,3,,1.5,,1.5,,4.5,1
2012,5/11/2012,9:00,5/11/2012 9:00,2,,2.5,,5.5,,6,1.5
2012,5/11/2012,10:00,5/11/2012 10:00,3,,5.5,,8,,8,2
2012,5/11/2012,11:00,5/11/2012 11:00,3,,8.5,,9,,8,3
2012,5/11/2012,12:00,5/11/2012 12:00,4,,8.5,,11,,8.5,4
2012,5/11/2012,13:00,5/11/2012 13:00,5,,10,,12.5,,9,5.5
2012,5/11/2012,14:00,5/11/2012 14:00,6,,11,,12,,9,4
2012,5/11/2012,15:00,5/11/2012 15:00,5,,10.5,,11,,9.5,4.5
2012,5/11/2012,16:00,5/11/2012 16:00,5,,10,,10.5,,9,4
2012,5/11/2012,17:00,5/11/2012 17:00,5,,9,,10.5,,9,3.5
2012,5/11/2012,18:00,5/11/2012 18:00,5,,6.5,,9.5,,8,3.5
2012,5/11/2012,19:00,5/11/2012 19:00,4,,7,,8.5,,7.5,2.5
2012,5/11/2012,20:00,5/11/2012 20:00,3,,6.5,,7,,7,2
2012,5/11/2012,21:00,5/11/2012 21:00,1,,5.5,,6,,6,2
2012,5/11/2012,22:00,5/11/2012 22:00,1,,5,,5,,5.5,2
2012,5/11/2012,23:00,5/11/2012 23:00,1,,3.5,,4,,5,1.5
2012,5/12/2012,0:00,5/12/2012 0:00,1,,3.5,,3.5,,4.5,1.5
2012,5/12/2012,1:00,5/12/2012 1:00,1,,3,,2.5,,4,1
2012,5/12/2012,2:00,5/12/2012 2:00,1,,2.5,,2,,4,1
2012,5/12/2012,3:00,5/12/2012 3:00,0,,2,,1.5,,3.5,1
2012,5/12/2012,4:00,5/12/2012 4:00,0,,1.5,,1,,4,1
2012,5/12/2012,5:00,5/12/2012 5:00,0,,2,,1,,3.5,1
2012,5/12/2012,6:00,5/12/2012 6:00,0,,2,,1,,3.5,0.5
2012,5/12/2012,7:00,5/12/2012 7:00,0,,2.5,,1,,3.5,0.5
2012,5/12/2012,8:00,5/12/2012 8:00,0,,3,,1.5,,4,1
2012,5/12/2012,9:00,5/12/2012 9:00,1,,4,,2,,4.5,1
2012,5/12/2012,10:00,5/12/2012 10:00,1,,6,,3,,5,1.5
2012,5/12/2012,11:00,5/12/2012 11:00,1,,7.5,,4,,5.5,2
2012,5/12/2012,12:00,5/12/2012 12:00,1,,8,,4.5,,6.5,2.5
2012,5/12/2012,13:00,5/12/2012 13:00,2,,7,,5.5,,7.5,2.5
2012,5/12/2012,14:00,5/12/2012 14:00,2,,5.5,,5.5,,7,2.5
2012,5/12/2012,15:00,5/12/2012 15:00,1,,4.5,,5,,7,2
2012,5/12/2012,16:00,5/12/2012 16:00,2,,4.5,,5.5,,7,2.5
2012,5/12/2012,17:00,5/12/2012 17:00,2,,5.5,,6.5,,7,1
2012,5/12/2012,18:00,5/12/2012 18:00,1,,5.5,,6,,7,1.5
2012,5/12/2012,19:00,5/12/2012 19:00,2,,5.5,,5,,6.5,1.5
2012,5/12/2012,20:00,5/12/2012 20:00,0,,5,,4,,5.5,1.5
2012,5/12/2012,21:00,5/12/2012 21:00,0,,4.5,,3.5,,5,1
2012,5/12/2012,22:00,5/12/2012 22:00,0,,3.5,,3,,4.5,1
2012,5/12/2012,23:00,5/12/2012 23:00,0,,2,,2,,4,0.5
2012,5/13/2012,0:00,5/13/2012 0:00,0,,1.5,,1.5,,3.5,0.5
2012,5/13/2012,1:00,5/13/2012 1:00,0,,1,,1.5,,3.5,0.5
2012,5/13/2012,2:00,5/13/2012 2:00,0,,0.5,,1,,3.5,0.5
2012,5/13/2012,3:00,5/13/2012 3:00,0,,0.5,,1,,3,0.5
2012,5/13/2012,4:00,5/13/2012 4:00,0,,0.5,,0.5,,3,0
2012,5/13/2012,5:00,5/13/2012 5:00,-1,,0.5,,0.5,,3,0
2012,5/13/2012,6:00,5/13/2012 6:00,0,,0.5,,1,,2.5,0.5
2012,5/13/2012,7:00,5/13/2012 7:00,0,,0.5,,1.5,,3,0.5
2012,5/13/2012,8:00,5/13/2012 8:00,1,,1,,3,,3.5,1
2012,5/13/2012,9:00,5/13/2012 9:00,2,,2,,5.5,,5.5,2
2012,5/13/2012,10:00,5/13/2012 10:00,3,,3,,8,,7.5,3
2012,5/13/2012,11:00,5/13/2012 11:00,4,,6.5,,10.5,,9.5,5
2012,5/13/2012,12:00,5/13/2012 12:00,5,,8.5,,12.5,,11,5.5
2012,5/13/2012,13:00,5/13/2012 13:00,6,,10.5,,14,,13,6
2012,5/13/2012,14:00,5/13/2012 14:00,6,,11,,14.5,,14,6
2012,5/13/2012,15:00,5/13/2012 15:00,8,,11,,15.5,,14.5,7
2012,5/13/2012,16:00,5/13/2012 16:00,7,,11,,15,,15,7
2012,5/13/2012,17:00,5/13/2012 17:00,8,,11,,14,,15,6.5
2012,5/13/2012,18:00,5/13/2012 18:00,8,,10,,13,,13.5,5.5
2012,5/13/2012,19:00,5/13/2012 19:00,8,,8.5,,11,,11.5,5
2012,5/13/2012,20:00,5/13/2012 20:00,7,,6,,8.5,,9.5,2.5
2012,5/13/2012,21:00,5/13/2012 21:00,5,,3.5,,6.5,,8,2
2012,5/13/2012,22:00,5/13/2012 22:00,3,,2,,4,,7,1.5
2012,5/13/2012,23:00,5/13/2012 23:00,2,,1,,2.5,,5.5,1
2012,5/14/2012,0:00,5/14/2012 0:00,0,,0.5,,1.5,,4.5,1
2012,5/14/2012,1:00,5/14/2012 1:00,-1,,0,,1,,4,1
2012,5/14/2012,2:00,5/14/2012 2:00,-2,,0,,0.5,,3,0.5
2012,5/14/2012,3:00,5/14/2012 3:00,-2,,0,,0.5,,2.5,0.5
2012,5/14/2012,4:00,5/14/2012 4:00,-3,,0,,0,,2,0.5
2012,5/14/2012,5:00,5/14/2012 5:00,-3,,0,,0,,1.5,0.5
2012,5/14/2012,6:00,5/14/2012 6:00,-2,,0,,0,,2,0.5
2012,5/14/2012,7:00,5/14/2012 7:00,0,,0,,0.5,,2.5,1
2012,5/14/2012,8:00,5/14/2012 8:00,1,,0.5,,1.5,,3,1.5
2012,5/14/2012,9:00,5/14/2012 9:00,3,,1,,3.5,,4.5,2.5
2012,5/14/2012,10:00,5/14/2012 10:00,4,,2.5,,6.5,,7,3.5
2012,5/14/2012,11:00,5/14/2012 11:00,6,,4,,11.5,,8.5,6
2012,5/14/2012,12:00,5/14/2012 12:00,7,,7,,14.5,,9,8
2012,5/14/2012,13:00,5/14/2012 13:00,7,,8.5,,8.5,,9.5,9.5
2012,5/14/2012,14:00,5/14/2012 14:00,8,,9.3,,10,,10,8.5
2012,5/14/2012,15:00,5/14/2012 15:00,9,,10,,11.5,,10,8.5
2012,5/14/2012,16:00,5/14/2012 16:00,8,,10.5,,12.8,,10.5,8.5
2012,5/14/2012,17:00,5/14/2012 17:00,8,,10.5,,13.5,,11,8.5
2012,5/14/2012,18:00,5/14/2012 18:00,9,,10.3,,13.5,,11,7.8
2012,5/14/2012,19:00,5/14/2012 19:00,7,,10.3,,12.5,,10.5,7
2012,5/14/2012,20:00,5/14/2012 20:00,6,,9.5,,11.5,,9.5,6
2012,5/14/2012,21:00,5/14/2012 21:00,5,,8,,9.5,,8.5,5
2012,5/14/2012,22:00,5/14/2012 22:00,5,,7,,7.8,,8,4.5
2012,5/14/2012,23:00,5/14/2012 23:00,3,,6,,6,,7,3.8
2012,5/15/2012,0:00,5/15/2012 0:00,3,,5.3,,4.8,,6,3
2012,5/15/2012,1:00,5/15/2012 1:00,4,,4.8,,4,,5.5,2.5
2012,5/15/2012,2:00,5/15/2012 2:00,2,,4.3,,3.8,,4.5,2.3
2012,5/15/2012,3:00,5/15/2012 3:00,1,,3.8,,2.8,,3.5,2
2012,5/15/2012,4:00,5/15/2012 4:00,0,,3.5,,2.3,,3,1.5
2012,5/15/2012,5:00,5/15/2012 5:00,-1,,3.3,,2,,3,1.5
2012,5/15/2012,6:00,5/15/2012 6:00,1,,3,,1.8,,3,1.5
2012,5/15/2012,7:00,5/15/2012 7:00,3,,3.5,,2.3,,4,1.8
2012,5/15/2012,8:00,5/15/2012 8:00,5,,4.8,,3,,5.5,2.8
2012,5/15/2012,9:00,5/15/2012 9:00,5,,6,,4.5,,7,3.8
2012,5/15/2012,10:00,5/15/2012 10:00,6,,7.3,,6,,8,4.5
2012,5/15/2012,11:00,5/15/2012 11:00,7,,9,,7,,9,5.5
2012,5/15/2012,12:00,5/15/2012 12:00,7,,10.3,,8.5,,9,6
2012,5/15/2012,13:00,5/15/2012 13:00,9,,11.3,,10.3,,10,7.8
2012,5/15/2012,14:00,5/15/2012 14:00,10,,13,,12,,12.5,8.3
2012,5/15/2012,15:00,5/15/2012 15:00,10,,13.5,,12.8,,13,8.3
2012,5/15/2012,16:00,5/15/2012 16:00,10,,14,,13,,13,8.3
2012,5/15/2012,17:00,5/15/2012 17:00,10,,13.5,,13,,13,8
2012,5/15/2012,18:00,5/15/2012 18:00,9,,12.5,,11.5,,12,6.8
2012,5/15/2012,19:00,5/15/2012 19:00,8,,11,,10.8,,11,6.3
2012,5/15/2012,20:00,5/15/2012 20:00,7,,9.8,,9.5,,10,5.8
2012,5/15/2012,21:00,5/15/2012 21:00,7,,8.8,,8,,9.5,5
2012,5/15/2012,22:00,5/15/2012 22:00,6,,8.3,,7.3,,8.5,4.5
2012,5/15/2012,23:00,5/15/2012 23:00,6,,7,,6,,7.5,4
2012,5/16/2012,0:00,5/16/2012 0:00,5,,6.3,,5.3,,7,3
2012,5/16/2012,1:00,5/16/2012 1:00,5,,6,,4.5,,7,3
2012,5/16/2012,2:00,5/16/2012 2:00,4,,5.3,,4,,6.5,2.5
2012,5/16/2012,3:00,5/16/2012 3:00,4,,4.8,,3.5,,6,2.3
2012,5/16/2012,4:00,5/16/2012 4:00,4,,4.3,,3.3,,5.5,2
2012,5/16/2012,5:00,5/16/2012 5:00,4,,4.3,,2.8,,5,2
2012,5/16/2012,6:00,5/16/2012 6:00,4,,4.3,,2.8,,5.5,2.3
2012,5/16/2012,7:00,5/16/2012 7:00,5,,4.5,,3.3,,5.5,2.5
2012,5/16/2012,8:00,5/16/2012 8:00,5,,5,,3.8,,6,3
2012,5/16/2012,9:00,5/16/2012 9:00,8,,5.8,,4.3,,6.5,3.8
2012,5/16/2012,10:00,5/16/2012 10:00,8,,6.8,,5.3,,8,4.8
2012,5/16/2012,11:00,5/16/2012 11:00,9,,7,,5.5,,9.5,6.3
2012,5/16/2012,12:00,5/16/2012 12:00,10,,8.8,,6.8,,10.5,7.3
2012,5/16/2012,13:00,5/16/2012 13:00,10,,9.8,,8,,9,6.5
2012,5/16/2012,14:00,5/16/2012 14:00,9,,9,,8.3,,9,6.5
2012,5/16/2012,15:00,5/16/2012 15:00,9,,8.8,,7.8,,9,7.3
2012,5/16/2012,16:00,5/16/2012 16:00,9,,9,,8,,9.5,8.5
2012,5/16/2012,17:00,5/16/2012 17:00,9,,8.8,,8.3,,10,9
2012,5/16/2012,18:00,5/16/2012 18:00,9,,8.3,,8,,9.5,8.8
2012,5/16/2012,19:00,5/16/2012 19:00,9,,7.5,,7.3,,9,7.5
2012,5/16/2012,20:00,5/16/2012 20:00,8,,7,,6.5,,8.5,6.5
2012,5/16/2012,21:00,5/16/2012 21:00,7,,6,,5.8,,7.5,5.8
2012,5/16/2012,22:00,5/16/2012 22:00,6,,5,,4.8,,7,5
2012,5/16/2012,23:00,5/16/2012 23:00,6,,4.3,,4,,6,4.5
2012,5/17/2012,0:00,5/17/2012 0:00,4,,3.3,,3.3,,5.5,3.8
2012,5/17/2012,1:00,5/17/2012 1:00,2,,2.8,,2.8,,5,3
2012,5/17/2012,2:00,5/17/2012 2:00,2,,2.5,,2,,4.5,2.3
2012,5/17/2012,3:00,5/17/2012 3:00,1,,2.3,,1.8,,4,1.8
2012,5/17/2012,4:00,5/17/2012 4:00,0,,2,,1.3,,3.5,1.8
2012,5/17/2012,5:00,5/17/2012 5:00,1,,2.3,,1,,3.5,1.3
2012,5/17/2012,6:00,5/17/2012 6:00,3,,2.3,,1,,4,1.3
2012,5/17/2012,7:00,5/17/2012 7:00,4,,2.5,,1,,4.5,1.8
2012,5/17/2012,8:00,5/17/2012 8:00,5,,3,,2,,6,3
2012,5/17/2012,9:00,5/17/2012 9:00,7,,4.5,,4,,7.5,4.5
2012,5/17/2012,10:00,5/17/2012 10:00,8,,7.3,,6,,9,6.3
2012,5/17/2012,11:00,5/17/2012 11:00,8,,9,,8,,9.5,8.3
2012,5/17/2012,12:00,5/17/2012 12:00,9,,10.5,,10,,10,9.8
2012,5/17/2012,13:00,5/17/2012 13:00,10,,12.8,,11.5,,11,11
2012,5/17/2012,14:00,5/17/2012 14:00,10,,13.5,,13,,13,11.8
2012,5/17/2012,15:00,5/17/2012 15:00,10,,12.8,,13.8,,14.5,12.3
2012,5/17/2012,16:00,5/17/2012 16:00,10,,12.5,,14.3,,14.5,12.8
2012,5/17/2012,17:00,5/17/2012 17:00,11,,12.3,,14.3,,14,12.5
2012,5/17/2012,18:00,5/17/2012 18:00,10,,11,,13.5,,12.5,12.3
2012,5/17/2012,19:00,5/17/2012 19:00,9,,10,,12,,11,10.8
2012,5/17/2012,20:00,5/17/2012 20:00,9,,9,,10.3,,9.5,8.8
2012,5/17/2012,21:00,5/17/2012 21:00,7,,7.3,,8.3,,9,7
2012,5/17/2012,22:00,5/17/2012 22:00,6,,6,,6.8,,7.5,6
2012,5/17/2012,23:00,5/17/2012 23:00,4,,5,,5.3,,7,5
2012,5/18/2012,0:00,5/18/2012 0:00,3,,4.3,,4.5,,6.5,4.5
2012,5/18/2012,1:00,5/18/2012 1:00,4,,4,,4,,6,3.8
2012,5/18/2012,2:00,5/18/2012 2:00,2,,4,,3.5,,5.5,3.5
2012,5/18/2012,3:00,5/18/2012 3:00,1,,3.8,,3.3,,4.5,2.8
2012,5/18/2012,4:00,5/18/2012 4:00,1,,3.5,,2.5,,4,2.3
2012,5/18/2012,5:00,5/18/2012 5:00,0,,2.5,,2,,4,2
2012,5/18/2012,6:00,5/18/2012 6:00,2,,3,,1.8,,4,2
2012,5/18/2012,7:00,5/18/2012 7:00,2,,4,,2.5,,5,2.3
2012,5/18/2012,8:00,5/18/2012 8:00,2,,5.5,,4.3,,6,3.3
2012,5/18/2012,9:00,5/18/2012 9:00,3,,7.3,,6.3,,8,4.8
2012,5/18/2012,10:00,5/18/2012 10:00,4,,9.8,,8.3,,9.5,7
2012,5/18/2012,11:00,5/18/2012 11:00,6,,11.5,,8.8,,10.5,9.3
2012,5/18/2012,12:00,5/18/2012 12:00,7,,13.5,,8.8,,11,11.3
2012,5/18/2012,13:00,5/18/2012 13:00,9,,13.8,,10,,11.5,12.8
2012,5/18/2012,14:00,5/18/2012 14:00,11,,14.5,,11.5,,12.5,13.5
2012,5/18/2012,15:00,5/18/2012 15:00,13,,15,,12.8,,13.5,14.3
2012,5/18/2012,16:00,5/18/2012 16:00,13,,15,,13.3,,15,14.5
2012,5/18/2012,17:00,5/18/2012 17:00,14,,14.5,,13.3,,15,14.5
2012,5/18/2012,18:00,5/18/2012 18:00,13,,13.5,,13,,14.5,13.8
2012,5/18/2012,19:00,5/18/2012 19:00,12,,12.3,,12,,13,12.5
2012,5/18/2012,20:00,5/18/2012 20:00,11,,11,,11,,11.5,10.5
2012,5/18/2012,21:00,5/18/2012 21:00,9,,8.8,,9.3,,10,8.8
2012,5/18/2012,22:00,5/18/2012 22:00,8,,7.5,,7.8,,9.5,7.5
2012,5/18/2012,23:00,5/18/2012 23:00,7,,6.3,,6.5,,9,6.5
2012,5/19/2012,0:00,5/19/2012 0:00,6,,5,,5.5,,8,5.8
2012,5/19/2012,1:00,5/19/2012 1:00,5,,3,,4.5,,7.5,5
2012,5/19/2012,2:00,5/19/2012 2:00,4,,1.5,,3.8,,6.5,4.3
2012,5/19/2012,3:00,5/19/2012 3:00,3,,1,,3.3,,6.5,3.8
2012,5/19/2012,4:00,5/19/2012 4:00,3,,1,,2.8,,6,3.3
2012,5/19/2012,5:00,5/19/2012 5:00,3,,1.5,,2.8,,6,3.3
2012,5/19/2012,6:00,5/19/2012 6:00,4,,2.5,,2.8,,6,3.3
2012,5/19/2012,7:00,5/19/2012 7:00,5,,3.5,,3.3,,6.5,3.5
2012,5/19/2012,8:00,5/19/2012 8:00,6,,5.5,,4.3,,7.5,4.5
2012,5/19/2012,9:00,5/19/2012 9:00,7,,7.3,,5.3,,9,6.3
2012,5/19/2012,10:00,5/19/2012 10:00,7,,8,,6.3,,10,7.5
2012,5/19/2012,11:00,5/19/2012 11:00,9,,9.5,,7.3,,11.5,10
2012,5/19/2012,12:00,5/19/2012 12:00,9,,10.8,,8.5,,13,11.8
2012,5/19/2012,13:00,5/19/2012 13:00,10,,11.5,,9.3,,14,13.3
